site_name_id,site_name,site_area_id,site_area,date_time,day,month,year,hour,minute,enterococci_value
99710,Altona Beach,,Hobsons Bay,18/02/2020 10:30,Tuesday,February,2020,10,30,2800
99710,Altona Beach,,Hobsons Bay,25/02/2020 10:25,Tuesday,February,2020,10,25,41
99710,Altona Beach,,Hobsons Bay,03/03/2020 10:57,Tuesday,March,2020,10,57,10
99710,Altona Beach,,Hobsons Bay,08/12/2020 11:40,Tuesday,December,2020,11,40,41
99710,Altona Beach,,Hobsons Bay,22/12/2020 10:05,Tuesday,December,2020,10,5,260
99710,Altona Beach,,Hobsons Bay,05/01/2021 10:10,Tuesday,January,2021,10,10,97
99710,Altona Beach,,Hobsons Bay,19/01/2021 10:10,Tuesday,January,2021,10,10,41
99710,Altona Beach,,Hobsons Bay,02/02/2021 10:47,Tuesday,February,2021,10,47,10
99710,Altona Beach,,Hobsons Bay,09/02/2021 10:30,Tuesday,February,2021,10,30,20
99710,Altona Beach,,Hobsons Bay,23/02/2021 10:25,Tuesday,February,2021,10,25,10
99710,Altona Beach,,Hobsons Bay,02/03/2021 10:40,Tuesday,March,2021,10,40,20
99710,Altona Beach,,Hobsons Bay,07/12/2021 10:15,Tuesday,December,2021,10,15,300
99710,Altona Beach,,Hobsons Bay,21/12/2021 10:25,Tuesday,December,2021,10,25,52
99710,Altona Beach,,Hobsons Bay,04/01/2022 09:50,Tuesday,January,2022,9,50,10
99710,Altona Beach,,Hobsons Bay,11/01/2022 10:40,Tuesday,January,2022,10,40,10
99710,Altona Beach,,Hobsons Bay,18/01/2022 10:10,Tuesday,January,2022,10,10,10
99710,Altona Beach,,Hobsons Bay,24/01/2022 10:30,Monday,January,2022,10,30,10
99710,Altona Beach,,Hobsons Bay,01/02/2022 10:30,Tuesday,February,2022,10,30,150
99710,Altona Beach,,Hobsons Bay,27/10/2022 10:50,Thursday,October,2022,10,50,20
99710,Altona Beach,,Hobsons Bay,02/11/2022 11:50,Wednesday,November,2022,11,50,86
99710,Altona Beach,,Hobsons Bay,15/11/2022 10:35,Tuesday,November,2022,10,35,3300
99710,Altona Beach,,Hobsons Bay,17/11/2022 12:00,Thursday,November,2022,12,0,31
99710,Altona Beach,,Hobsons Bay,22/11/2022 10:40,Tuesday,November,2022,10,40,90
99710,Altona Beach,,Hobsons Bay,29/11/2022 11:45,Tuesday,November,2022,11,45,20
99710,Altona Beach,,Hobsons Bay,06/12/2022 10:55,Tuesday,December,2022,10,55,10
99710,Altona Beach,,Hobsons Bay,13/12/2022 10:45,Tuesday,December,2022,10,45,10
99710,Altona Beach,,Hobsons Bay,28/12/2022 11:05,Wednesday,December,2022,11,5,300
99710,Altona Beach,,Hobsons Bay,29/12/2022 13:42,Thursday,December,2022,13,42,1207
99710,Altona Beach,,Hobsons Bay,30/12/2022 00:00,Friday,December,2022,0,0,2187
99710,Altona Beach,,Hobsons Bay,03/01/2023 10:26,Tuesday,January,2023,10,26,31
99710,Altona Beach,,Hobsons Bay,10/01/2023 10:15,Tuesday,January,2023,10,15,20
99710,Altona Beach,,Hobsons Bay,07/02/2023 10:42,Tuesday,February,2023,10,42,41
99710,Altona Beach,,Hobsons Bay,14/02/2023 10:50,Tuesday,February,2023,10,50,10
99710,Altona Beach,,Hobsons Bay,28/02/2023 14:15,Tuesday,February,2023,14,15,20
99710,Altona Beach,,Hobsons Bay,07/03/2023 12:13,Tuesday,March,2023,12,13,63
99710,Altona Beach,,Hobsons Bay,28/03/2023 12:58,Tuesday,March,2023,12,58,20
99710,Altona Beach,,Hobsons Bay,04/04/2023 12:00,Tuesday,April,2023,12,0,10
99710,Altona Beach,,Hobsons Bay,11/04/2023 11:35,Tuesday,April,2023,11,35,10
99710,Altona Beach,,Hobsons Bay,16/05/2023 11:40,Tuesday,May,2023,11,40,74
99710,Altona Beach,,Hobsons Bay,13/06/2023 12:15,Tuesday,June,2023,12,15,10
